n, mse
1000, 6.405582655598311
1000, 7.615758273330456
1000, 6.394537157731743
1000, 6.943750067240191
1000, 7.742070586196348
1000, 7.176375567724445
1000, 6.011001569518202
1000, 5.449764310226837
1000, 6.105144774294238
1000, 5.89197824056372
1000, 6.161150990989167
1000, 6.901760306808112
1000, 5.6765886745273155
1000, 6.418084559192123
1000, 4.846450254943561
1000, 6.048987904723068
1000, 5.920996590063997
1000, 8.272557026346636
1000, 6.10904667046819
1000, 5.341031715594017
1000, 6.75768903673843
1000, 6.957200400903776
1000, 5.954353694282208
1000, 5.999025090667532
1000, 6.256833623461332
1000, 6.716763744832336
1000, 6.344874848100969
1000, 7.085629573890251
1000, 6.803332214756136
1000, 5.72283616312508
1000, 7.238749571380306
1000, 6.667542549902348
1000, 6.155416433730318
1000, 7.704704495832968
1000, 6.485180584715465
1000, 7.040788160658681
1000, 5.497524337196281
1000, 5.295022579660485
1000, 6.347393171636486
1000, 6.829619932765047
1000, 5.384964704173208
1000, 5.931851356610456
1000, 6.789716379543242
1000, 7.792606906038433
1000, 5.805261408391816
1000, 6.843774465335218
1000, 5.957431746444987
1000, 7.109932095272117
1000, 6.668235863445916
1000, 6.591505296685589
1000, 6.19386475418394
1000, 6.816308753056916
1000, 6.12519226954381
1000, 5.778260643104066
1000, 6.494810907862411
1000, 6.6905655828332575
1000, 5.547601317259371
1000, 7.897570500769882
1000, 6.934390680373959
1000, 5.662274931258362
1000, 5.237985525338643
1000, 6.092704474033004
1000, 5.9537418643282445
1000, 6.031958271485007
1000, 6.1610859766082555
1000, 6.563162826608075
1000, 6.397734909994625
1000, 6.831077059184351
1000, 5.286834315382281
5000, 6.548638736854829
5000, 5.925026860147165
5000, 6.347094344984861
5000, 6.46398166951507
5000, 6.201872735733643
5000, 6.103861710938967
5000, 6.602678918202459
5000, 5.882470818512264
5000, 5.8605981191038445
5000, 5.926672967275832
5000, 6.413211385772302
5000, 6.217001288165176
5000, 6.751455036977541
5000, 6.002714101193873
5000, 6.0235651907161865
5000, 5.596269974577377
5000, 6.463815739431573
5000, 5.879070033141344
5000, 6.265195720021565
5000, 6.333893155984997
5000, 6.547102020431929
5000, 6.55891931055217
5000, 5.983186425639931
5000, 6.082780251874863
5000, 5.648372370119978
5000, 6.586479107635445
5000, 5.640828232003329
5000, 6.811153329473972
5000, 6.056200227256353
5000, 6.338585443317643
5000, 5.995268551384313
5000, 6.248297763287855
5000, 6.278683870213674
5000, 6.045994959467817
5000, 6.542097189027776
5000, 6.178488298788203
5000, 6.499701439706296
5000, 6.418559276531165
5000, 5.937755188948733
5000, 6.391462785166287
5000, 6.502672808459317
5000, 6.086991868117989
5000, 6.448817918216494
5000, 6.1083204172497405
5000, 5.914922224800199
5000, 5.631951656558838
5000, 6.028760899563558
5000, 6.210217639538933
5000, 6.1242193955725135
5000, 6.038545986987764
5000, 6.109407058776087
5000, 6.216402403678509
5000, 6.5195156590400245
5000, 6.546813572123765
5000, 6.721981222276786
5000, 5.669782970325765
5000, 6.291542519789649
5000, 6.2638495329236985
5000, 6.642547625131485
5000, 6.052712545275436
5000, 6.415593559410225
5000, 6.007788783741545
5000, 6.138314562448853
5000, 6.321658042402765
5000, 5.874016383817709
5000, 5.453743872547875
5000, 5.655856214742292
5000, 6.014348370224499
5000, 6.4780148314541455
5000, 6.298301092435711
5000, 6.032463048083306
5000, 5.83153600467709
5000, 5.785412848352447
5000, 6.266289476918109
5000, 6.200910723556617
5000, 6.565330493756234
5000, 6.431440083486827
5000, 6.449638250491984
5000, 5.902896453276845
5000, 6.38685811710616
5000, 6.3599511126442865
5000, 6.325043242957925
5000, 5.859528667132869
5000, 6.480126276631871
5000, 6.201644156385283
5000, 6.222389024099369
5000, 6.050383169304116
5000, 6.370852629571827
5000, 6.2563414352125
5000, 6.206083514888775
5000, 5.7731710638224865
5000, 5.927890380381395
5000, 6.222504698705802
5000, 5.6668063973797596
5000, 6.151074391027381
5000, 5.817968604748559
5000, 7.111452737817044
5000, 6.102637285641808
5000, 6.149305834018007
5000, 5.949015722864558
10000, 6.078323904227362
10000, 6.460962930399168
10000, 6.256251398604156
10000, 6.566401022852493
10000, 6.171728009243457
10000, 6.168843665396748
10000, 6.618279239747653
10000, 6.120291069639402
10000, 6.395423924590713
10000, 6.374874327071654
10000, 6.497887389814131
10000, 5.754046494262229
10000, 6.343709025789058
10000, 6.141825130263653
10000, 6.327638392961316
10000, 6.495807554761957
10000, 6.284093948341948
10000, 6.104968276564213
10000, 6.520370340446223
10000, 6.170759050061782
10000, 6.427434386867131
10000, 6.421531369818609
10000, 6.306966378721567
10000, 5.845779149598536
10000, 6.141793138669252
10000, 6.273466530973381
10000, 6.344588096258118
10000, 6.329236767794872
10000, 6.448819885076556
10000, 5.920358236628721
10000, 6.141842477017527
10000, 6.148492097275984
10000, 6.4355841370144535
10000, 6.524278114226464
10000, 6.227128785585313
10000, 6.1245212856062246
10000, 6.477394477948251
10000, 6.284679825477773
10000, 6.471262062835321
10000, 6.214990352692453
10000, 6.000486944806568
10000, 6.062075670465913
10000, 6.096892367237529
10000, 6.513384267993577
10000, 6.201623152504068
10000, 6.206197347305115
10000, 6.272077039418653
10000, 5.977151379628607
10000, 6.180983728073732
10000, 6.435519368880885
10000, 6.18287377468035
10000, 6.27734471005423
10000, 6.3588588222020945
10000, 6.363288890371943
10000, 5.930897860715794
10000, 6.652915133407468
10000, 6.589601140949021
10000, 6.35207471078728
10000, 6.446937624987795
10000, 6.217211729495606
10000, 6.239182170552926
10000, 6.232787865236612
10000, 6.2470211516281235
10000, 6.095035732284929
10000, 5.861320876634865
10000, 6.264639431787063
10000, 6.326587338539115
10000, 5.978746551748131
10000, 5.944016430094956
10000, 6.354361556821377
10000, 6.113957702971795
10000, 6.201546822023435
10000, 6.139443579771986
10000, 6.028615970678513
10000, 6.389700457252631
10000, 6.254534973847663
10000, 6.100347886389307
10000, 5.867943889701122
10000, 6.196058647098726
10000, 6.248549451976121
10000, 6.206336474511984
10000, 6.541241812121215
10000, 6.094477136338059
10000, 6.119662509113891
10000, 6.405255121057411
10000, 6.1548709083628586
10000, 6.354900667040387
10000, 6.313956743190732
10000, 6.079739668754657
10000, 6.068065861802777
10000, 5.972571141737666
10000, 6.477918997346518
10000, 6.091910659560519
10000, 6.614956659882569
10000, 6.190829927655798
10000, 6.460417552922201
10000, 5.989045822890462
10000, 6.493642264715649
10000, 6.271379199671031
10000, 6.2475327966935605
