n, mse
10, 6.976149457896247
10, 3.068115720833477
10, 12.175310833626268
10, 0.5544977814851093
10, 7.500375519196558
10, 5312.653897891179
10, 1.0540906665542626
10, 4.155522194055569
10, 2.40599814891349
10, 1.8981359474619326
10, 0.07138807774525052
10, 24.584706846177262
10, 608.3668974666298
10, 0.10141119995104822
10, 1.712716872167763
10, 8.81691327548083
10, 13.720075313613641
10, 9.71370579670349
10, 4.6923377140010745
10, 3.0450523354559262
10, 0.8775656688407207
10, 1.6200637737855628
10, 0.04193970183851738
10, 629.9654319073286
10, 12.536861814077536
10, 81.06795361241208
10, 9.380466852532418
10, 3.2870949791694777
10, 0.19911455209826653
10, 228.55686809127695
10, 0.060201640859863584
10, 48.39425987109155
10, 1.1235049475277983
10, 12.08184338821752
10, 0.027384918667306902
10, 4.925956818673521
10, 3.0195010303196175
10, 0.4759373878684309
10, 0.08424869107895158
10, 0.5151401365992674
10, 0.11785127531072398
10, 16.845779150186633
10, 4088.7954084983153
10, 14.0844346347647
10, 11.728044003093444
10, 20.33706307680517
10, 0.3952387134006956
10, 0.13976000893460827
10, 20.401339612000147
10, 528.2732435233318
10, 291.12999605713986
10, 0.4937310857711025
10, 207.36418982827342
10, 106.30145580870754
10, 1.8172515190588614
10, 5.810498828189597
10, 45.374202160539184
10, 42.03918408100869
10, 310.88011473130916
10, 0.062011352938022825
10, 0.5625098294990947
10, 1.82868774895634
10, 0.8139868241253858
10, 12.073345573226545
10, 17.686594722085417
10, 8.688598815637224
10, 26.130666878891653
10, 1.9728789127270818
10, 39.694340389603056
10, 237.41086775939922
10, 8.422107839916688
10, 137.52293298951543
10, 18.30674064127966
10, 698.0292748276303
10, 57.49773159150605
10, 1.8361018284875332
10, 0.3188738233686732
10, 3.848361990422364
10, 0.072041786891743
10, 6.6899681263282105
10, 1145.9095009378339
10, 0.8724055148652857
10, 1.3709904734011569
10, 839.96002770894
10, 0.1852176738140217
10, 1.1008389046117117
10, 0.4246569269817448
10, 23.817109499208208
10, 2.1052958151204577
10, 7.427826568922262
10, 219.63668401985677
10, 0.28957066584294233
10, 25.213218318072023
10, 30.5834835358503
10, 9.158605426051837
10, 36.93453604860172
