n, mse
5000, 4.259988443060596
5000, 4.661400464116281
5000, 4.218875342298845
5000, 4.432813378817227
5000, 3.956505147007064
5000, 4.355866044733124
5000, 4.1592644263457625
5000, 4.35342991521299
5000, 4.375321218193305
5000, 4.052608120015223
5000, 4.3004544397048505
5000, 4.678031643903961
5000, 4.108070896179892
5000, 4.043138907072969
5000, 4.047321147076749
5000, 4.429783935826685
5000, 3.908296041875369
5000, 3.9056283735955852
5000, 4.26820894562176
5000, 4.005918547607231
5000, 4.271382266916802
5000, 4.612790493844346
5000, 3.948892843609273
5000, 4.384322909913679
5000, 4.1161609675976685
5000, 4.1522885051247185
5000, 4.137353629204474
5000, 4.061666054866174
5000, 4.0926018911184645
5000, 4.157139670963874
5000, 4.147970870605476
5000, 4.0195503498524765
5000, 4.128072009082199
5000, 3.9940357195189704
5000, 3.769832153985699
5000, 4.177719908122599
5000, 3.8347465937168055
5000, 4.117683237966132
5000, 4.154221300042962
5000, 4.0318885424188995
5000, 4.25553149480677
5000, 4.265325180549
5000, 4.090404533311135
5000, 4.5047002624380745
5000, 4.639671743325414
5000, 4.237628411314283
5000, 4.412008273659642
5000, 4.336944820662072
5000, 4.064869930157814
5000, 3.9561426032418265
5000, 3.9642988115225553
5000, 4.011674316701543
5000, 3.9600801001968438
5000, 4.219486513944513
5000, 4.039726834524794
5000, 4.009509716025722
5000, 4.062308592321781
5000, 4.001875796010171
5000, 4.041161726555187
5000, 4.1435474637604806
5000, 4.088588846259071
5000, 4.121783283749883
5000, 4.144138282939617
5000, 4.155285681488554
5000, 4.103792627326217
10000, 4.076829397167864
10000, 3.9971430265673353
10000, 4.217398089141358
10000, 4.1134496408478425
10000, 3.9167129112557233
10000, 4.368882941421703
10000, 4.062904579913565
10000, 4.134453803300317
10000, 4.309576916623218
10000, 4.166343982390315
10000, 3.988540880516528
10000, 4.164149739090146
10000, 4.097835131196043
10000, 4.16022895881923
10000, 4.1373037505317125
10000, 4.023010143573504
10000, 4.032199926551549
10000, 4.0733645285550235
10000, 4.103314327043629
10000, 4.3104988545008736
10000, 4.296608006809253
10000, 4.158970316778981
10000, 4.255797293393989
10000, 4.200784257658088
10000, 4.031021552593579
10000, 4.356830378621326
10000, 4.298404383170782
10000, 4.091370111280009
10000, 4.120664374371008
10000, 4.3918221647203595
10000, 4.185219904274146
10000, 3.9756574514142624
10000, 4.056350669685033
10000, 4.1707104961545545
10000, 4.052598800156933
10000, 4.271343593063797
10000, 4.1493756546534755
10000, 4.192486043828158
10000, 4.313640170523111
10000, 4.199597765854901
10000, 4.022102860096236
10000, 3.949925676076596
10000, 4.245545890748166
10000, 3.90854559929284
10000, 4.157552666423866
10000, 4.129677182522842
10000, 4.193152634487367
10000, 4.2669929295819955
10000, 4.1802225077003605
10000, 4.182920172161994
10000, 4.16908390203171
10000, 4.229850145597257
10000, 4.27529080620658
10000, 4.132692048121984
10000, 4.234408485766561
10000, 4.308482318276341
10000, 4.31143382526009
10000, 4.033729018726593
10000, 4.410750805861385
10000, 3.934886876898141
10000, 4.3268746027156615
10000, 4.408711994624046
10000, 4.191266695628238
10000, 4.243047674869064
10000, 4.527337436559554
10000, 3.956547790416461
10000, 4.160794169093347
10000, 4.326425068613042
10000, 3.896851664471068
10000, 4.024809988425352
10000, 3.927969581111257
10000, 4.262070923530789
10000, 4.260757422172705
10000, 3.8558947804499266
10000, 4.361256414968472
10000, 4.3331967275966585
10000, 4.1368947257823
10000, 4.0815473582172395
10000, 4.242078381631187
10000, 4.166950975337352
10000, 4.156769016149854
10000, 4.2980774516825
10000, 4.108893115740072
10000, 4.215779477939847
10000, 4.276393735720593
10000, 4.317494342255434
10000, 4.060585096124051
10000, 3.9979614774731753
10000, 4.109467877637834
10000, 4.336166816168303
10000, 4.104787004418478
10000, 4.067216236250872
10000, 4.071310286156089
10000, 4.3032786853388325
10000, 4.0725090414340634
10000, 3.96300114514116
10000, 4.2846518279965755
10000, 4.234518543168218
10000, 3.995660209633831
10000, 4.318879913691691
